concepto_r_1_clean_ans,concepto_r_1_nouns,concepto_r_1_nouns_count,concepto_r_1_verbs,concepto_r_1_verbs_count,concepto_r_1_adjts,concepto_r_1_adjts_count,concepto_r_1_advbs,concepto_r_1_advbs_count,concepto_r_1_tokens,concepto_r_1_mean_tokens,df_1_clean_ans,df_1_nouns,df_1_nouns_count,df_1_verbs,df_1_verbs_count,df_1_adjts,df_1_adjts_count,df_1_advbs,df_1_advbs_count,df_1_tokens,df_1_mean_tokens,c1_1_clean_ans,c1_1_nouns,c1_1_nouns_count,c1_1_verbs,c1_1_verbs_count,c1_1_adjts,c1_1_adjts_count,c1_1_advbs,c1_1_advbs_count,c1_1_tokens,c1_1_mean_tokens,c2_1_clean_ans,c2_1_nouns,c2_1_nouns_count,c2_1_verbs,c2_1_verbs_count,c2_1_adjts,c2_1_adjts_count,c2_1_advbs,c2_1_advbs_count,c2_1_tokens,c2_1_mean_tokens,c3_1_clean_ans,c3_1_nouns,c3_1_nouns_count,c3_1_verbs,c3_1_verbs_count,c3_1_adjts,c3_1_adjts_count,c3_1_advbs,c3_1_advbs_count,c3_1_tokens,c3_1_mean_tokens,criterio_1_clean_ans,criterio_1_nouns,criterio_1_nouns_count,criterio_1_verbs,criterio_1_verbs_count,criterio_1_adjts,criterio_1_adjts_count,criterio_1_advbs,criterio_1_advbs_count,criterio_1_tokens,criterio_1_mean_tokens,concepto_r_2_clean_ans,concepto_r_2_nouns,concepto_r_2_nouns_count,concepto_r_2_verbs,concepto_r_2_verbs_count,concepto_r_2_adjts,concepto_r_2_adjts_count,concepto_r_2_advbs,concepto_r_2_advbs_count,concepto_r_2_tokens,concepto_r_2_mean_tokens,df_2_clean_ans,df_2_nouns,df_2_nouns_count,df_2_verbs,df_2_verbs_count,df_2_adjts,df_2_adjts_count,df_2_advbs,df_2_advbs_count,df_2_tokens,df_2_mean_tokens,c1_2_clean_ans,c1_2_nouns,c1_2_nouns_count,c1_2_verbs,c1_2_verbs_count,c1_2_adjts,c1_2_adjts_count,c1_2_advbs,c1_2_advbs_count,c1_2_tokens,c1_2_mean_tokens,c2_2_clean_ans,c2_2_nouns,c2_2_nouns_count,c2_2_verbs,c2_2_verbs_count,c2_2_adjts,c2_2_adjts_count,c2_2_advbs,c2_2_advbs_count,c2_2_tokens,c2_2_mean_tokens,c3_2_clean_ans,c3_2_nouns,c3_2_nouns_count,c3_2_verbs,c3_2_verbs_count,c3_2_adjts,c3_2_adjts_count,c3_2_advbs,c3_2_advbs_count,c3_2_tokens,c3_2_mean_tokens,c4_2_clean_ans,c4_2_nouns,c4_2_nouns_count,c4_2_verbs,c4_2_verbs_count,c4_2_adjts,c4_2_adjts_count,c4_2_advbs,c4_2_advbs_count,c4_2_tokens,c4_2_mean_tokens,criterio_2_clean_ans,criterio_2_nouns,criterio_2_nouns_count,criterio_2_verbs,criterio_2_verbs_count,criterio_2_adjts,criterio_2_adjts_count,criterio_2_advbs,criterio_2_advbs_count,criterio_2_tokens,criterio_2_mean_tokens,concepto_r_3_clean_ans,concepto_r_3_nouns,concepto_r_3_nouns_count,concepto_r_3_verbs,concepto_r_3_verbs_count,concepto_r_3_adjts,concepto_r_3_adjts_count,concepto_r_3_advbs,concepto_r_3_advbs_count,concepto_r_3_tokens,concepto_r_3_mean_tokens,df_3_clean_ans,df_3_nouns,df_3_nouns_count,df_3_verbs,df_3_verbs_count,df_3_adjts,df_3_adjts_count,df_3_advbs,df_3_advbs_count,df_3_tokens,df_3_mean_tokens,c1_3_clean_ans,c1_3_nouns,c1_3_nouns_count,c1_3_verbs,c1_3_verbs_count,c1_3_adjts,c1_3_adjts_count,c1_3_advbs,c1_3_advbs_count,c1_3_tokens,c1_3_mean_tokens,c2_3_clean_ans,c2_3_nouns,c2_3_nouns_count,c2_3_verbs,c2_3_verbs_count,c2_3_adjts,c2_3_adjts_count,c2_3_advbs,c2_3_advbs_count,c2_3_tokens,c2_3_mean_tokens,c3_3_clean_ans,c3_3_nouns,c3_3_nouns_count,c3_3_verbs,c3_3_verbs_count,c3_3_adjts,c3_3_adjts_count,c3_3_advbs,c3_3_advbs_count,c3_3_tokens,c3_3_mean_tokens,c4_3_clean_ans,c4_3_nouns,c4_3_nouns_count,c4_3_verbs,c4_3_verbs_count,c4_3_adjts,c4_3_adjts_count,c4_3_advbs,c4_3_advbs_count,c4_3_tokens,c4_3_mean_tokens,criterio_3_clean_ans,criterio_3_nouns,criterio_3_nouns_count,criterio_3_verbs,criterio_3_verbs_count,criterio_3_adjts,criterio_3_adjts_count,criterio_3_advbs,criterio_3_advbs_count,criterio_3_tokens,criterio_3_mean_tokens,concepto_r_4_clean_ans,concepto_r_4_nouns,concepto_r_4_nouns_count,concepto_r_4_verbs,concepto_r_4_verbs_count,concepto_r_4_adjts,concepto_r_4_adjts_count,concepto_r_4_advbs,concepto_r_4_advbs_count,concepto_r_4_tokens,concepto_r_4_mean_tokens,df_4_clean_ans,df_4_nouns,df_4_nouns_count,df_4_verbs,df_4_verbs_count,df_4_adjts,df_4_adjts_count,df_4_advbs,df_4_advbs_count,df_4_tokens,df_4_mean_tokens,c1_4_clean_ans,c1_4_nouns,c1_4_nouns_count,c1_4_verbs,c1_4_verbs_count,c1_4_adjts,c1_4_adjts_count,c1_4_advbs,c1_4_advbs_count,c1_4_tokens,c1_4_mean_tokens,c2_4_clean_ans,c2_4_nouns,c2_4_nouns_count,c2_4_verbs,c2_4_verbs_count,c2_4_adjts,c2_4_adjts_count,c2_4_advbs,c2_4_advbs_count,c2_4_tokens,c2_4_mean_tokens,c3_4_clean_ans,c3_4_nouns,c3_4_nouns_count,c3_4_verbs,c3_4_verbs_count,c3_4_adjts,c3_4_adjts_count,c3_4_advbs,c3_4_advbs_count,c3_4_tokens,c3_4_mean_tokens,c4_4_clean_ans,c4_4_nouns,c4_4_nouns_count,c4_4_verbs,c4_4_verbs_count,c4_4_adjts,c4_4_adjts_count,c4_4_advbs,c4_4_advbs_count,c4_4_tokens,c4_4_mean_tokens,criterio_4_clean_ans,criterio_4_nouns,criterio_4_nouns_count,criterio_4_verbs,criterio_4_verbs_count,criterio_4_adjts,criterio_4_adjts_count,criterio_4_advbs,criterio_4_advbs_count,criterio_4_tokens,criterio_4_mean_tokens,concepto_r_5_clean_ans,concepto_r_5_nouns,concepto_r_5_nouns_count,concepto_r_5_verbs,concepto_r_5_verbs_count,concepto_r_5_adjts,concepto_r_5_adjts_count,concepto_r_5_advbs,concepto_r_5_advbs_count,concepto_r_5_tokens,concepto_r_5_mean_tokens,df_5_clean_ans,df_5_nouns,df_5_nouns_count,df_5_verbs,df_5_verbs_count,df_5_adjts,df_5_adjts_count,df_5_advbs,df_5_advbs_count,df_5_tokens,df_5_mean_tokens,c1_5_clean_ans,c1_5_nouns,c1_5_nouns_count,c1_5_verbs,c1_5_verbs_count,c1_5_adjts,c1_5_adjts_count,c1_5_advbs,c1_5_advbs_count,c1_5_tokens,c1_5_mean_tokens,c2_5_clean_ans,c2_5_nouns,c2_5_nouns_count,c2_5_verbs,c2_5_verbs_count,c2_5_adjts,c2_5_adjts_count,c2_5_advbs,c2_5_advbs_count,c2_5_tokens,c2_5_mean_tokens,c3_5_clean_ans,c3_5_nouns,c3_5_nouns_count,c3_5_verbs,c3_5_verbs_count,c3_5_adjts,c3_5_adjts_count,c3_5_advbs,c3_5_advbs_count,c3_5_tokens,c3_5_mean_tokens,c4_5_clean_ans,c4_5_nouns,c4_5_nouns_count,c4_5_verbs,c4_5_verbs_count,c4_5_adjts,c4_5_adjts_count,c4_5_advbs,c4_5_advbs_count,c4_5_tokens,c4_5_mean_tokens,criterio_5_clean_ans,criterio_5_nouns,criterio_5_nouns_count,criterio_5_verbs,criterio_5_verbs_count,criterio_5_adjts,criterio_5_adjts_count,criterio_5_advbs,criterio_5_advbs_count,criterio_5_tokens,criterio_5_mean_tokens,concepto_r_6_clean_ans,concepto_r_6_nouns,concepto_r_6_nouns_count,concepto_r_6_verbs,concepto_r_6_verbs_count,concepto_r_6_adjts,concepto_r_6_adjts_count,concepto_r_6_advbs,concepto_r_6_advbs_count,concepto_r_6_tokens,concepto_r_6_mean_tokens,df_6_clean_ans,df_6_nouns,df_6_nouns_count,df_6_verbs,df_6_verbs_count,df_6_adjts,df_6_adjts_count,df_6_advbs,df_6_advbs_count,df_6_tokens,df_6_mean_tokens,c1_6_clean_ans,c1_6_nouns,c1_6_nouns_count,c1_6_verbs,c1_6_verbs_count,c1_6_adjts,c1_6_adjts_count,c1_6_advbs,c1_6_advbs_count,c1_6_tokens,c1_6_mean_tokens,c2_6_clean_ans,c2_6_nouns,c2_6_nouns_count,c2_6_verbs,c2_6_verbs_count,c2_6_adjts,c2_6_adjts_count,c2_6_advbs,c2_6_advbs_count,c2_6_tokens,c2_6_mean_tokens,c3_6_clean_ans,c3_6_nouns,c3_6_nouns_count,c3_6_verbs,c3_6_verbs_count,c3_6_adjts,c3_6_adjts_count,c3_6_advbs,c3_6_advbs_count,c3_6_tokens,c3_6_mean_tokens,criterio_6_clean_ans,criterio_6_nouns,criterio_6_nouns_count,criterio_6_verbs,criterio_6_verbs_count,criterio_6_adjts,criterio_6_adjts_count,criterio_6_advbs,criterio_6_advbs_count,criterio_6_tokens,criterio_6_mean_tokens
[NS],,,,,,,,,,,[papel],,,,,,,,,,,[blanca],zacate,11,,,lisa,2,,,,,[bonita],gas,1,,,corto,4,,,,,[NS],relajantes,1,,,,,,,,,[metafora],,,,,,,,,,,[NS],,,,,,,,,,,[oro],,,,,,,,,,,[amarillo],flores,1,,,doradas,2,,,,,[NS],coloridas,2,,,llenos,1,,,,,[NS],granitos,1,,,fuertes,1,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,,[NS],,,,,,,,,,,[frios],,,,,,,,,,,[destrozados],negros,1,mama,1,rojo,1,,,,,[NS],demonio,1,,,cariñoso,1,,,,,[NS],,,,,dulce,1,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,,[NS],,,,,,,,,,,[tibia],,,,,,,,,,,[timida],redondos,7,tienes,1,blanda,1,tanto,2,,,[NS],tiempo,1,,,agradable,2,,,,,[NS],,,,,medianos,1,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],atras,8,hace,2,trafico,1,,,,,[NS],vacaciones,3,descansar,1,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],,,,,,,,,,,[volada],momentos,3,pasan,3,feliz,3,cerca,1,,,[NS],etapa,1,,,,,,,,,[NS],,,,,,,,,,,[convencional],,,,,,,,,,
[NS],,,,,,,,,,,[papel],,,,,,,,,,,[distinta],pasto,6,,,enredado,3,,,,,[NS],formas,3,,,estorbo,1,,,,,[NS],puntas,1,,,,,,,,,[desvinculada],,,,,,,,,,,[NS],,,,,,,,,,,[oro],,,,,,,,,,,[diferencia],olor,3,,,duros,8,,,,,[NS],joyas,1,,,sanos,1,,,,,[NS],,,,,fuerte,1,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],muertos,1,enoja,1,congelado,1,,,,,[NS],persona,2,,,amable,8,,,,,[NS],,,,,nervioso,1,,,,,[NS],,,,,,,,,,,[imagiNStivo],,,,,,,,,,,[sonrisa],,,,,,,,,,,[NS],,,,,,,,,,,[distinta],ojos,2,tenemos,1,dulce,2,mal,1,,,[media],color,4,,,delicados,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[],,,,,,,,,,,[rapido],cosas,2,dormir,1,epoca,1,,,,,[lento],paso,1,ocultar,1,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[segundos],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],cosas,23,acercar,1,dificiles,1,proximamente,2,,,[NS],año,2,,,,,,,,,[NS],,,,,,,,,,,[imaginativo],,,,,,,,,,
[piel],,,,,,,,,,,[NS],,,,,,,,,,,[güerita],vapor,11,,,humedo,1,,,,,[NS],vida,1,,,sedoso,3,,,,,[NS],,,,,,,,,,,[desvinculada],,,,,,,,,,,[flores],,,,,,,,,,,[NS],,,,,,,,,,,[colores],brillo,2,,,brillosos,1,,,,,[NS],blancos,15,,,brillantes,11,,,,,[NS],,,,,radiante,1,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[corazon],,,,,,,,,,,[NS],,,,,,,,,,,[caliente],forma,1,mira,1,mediano,1,,,,,[NS],defectos,1,,,triste,1,,,,,[NS],,,,,gentil,1,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[sonrisa],,,,,,,,,,,[NS],,,,,,,,,,,[bonita],cosas,1,lloras,1,feliz,5,,,,,[NS],chicos,1,,,fria,2,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],tiempo,1,amanecer,1,hermoso,1,,,,,[NS],juegas,1,cambian,1,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],,,,,,,,,,,[rapido],cine,1,empieza,1,alegre,1,siempre,1,,,[NS],felicidad,2,,,,,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,
[piel],,,,,,,,,,,[NS],,,,,,,,,,,[suave],gas,2,,,rasposo,8,,,,,[delicada],negro,1,,,azul,1,,,,,[NS],,,,,,,,,,,[incierto],,,,,,,,,,,[flores],,,,,,,,,,,[NS],,,,,,,,,,,[colores],bañadas,1,,,bonitos,6,,,,,[olor],perlas,2,,,bonita,4,,,,,[NS],,,,,brillosa,1,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[corazon],,,,,,,,,,,[NS],,,,,,,,,,,"[carne, humaNS]",papa,1,trata,1,tristes,2,,,,,[NS],mundo,1,,,fuerte,1,,,,,[NS],,,,,generosa,1,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[sonrisa],,,,,,,,,,,[NS],,,,,,,,,,,[bonita],groseros,1,ver,3,intermedia,1,,,,,[alegre],redondos,3,,,limpia,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[celebra],paso,19,caen,4,pasado,8,,,,,[NS],arboles,3,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],nieve,3,cambiar,1,bonitos,1,,,,,[NS],epoca,4,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,
[piel],,,,,,,,,,,[NS],,,,,,,,,,,[suave],leche,8,,,suavecito,1,,,,,[NS],pesadas,1,,,suaves,2,,,,,[NS],,,,,,,,,,,[incierto],,,,,,,,,,,[flores],,,,,,,,,,,[NS],,,,,,,,,,,[bonitas],palo,1,,,limpios,8,,,,,[olor],redondas,1,,,suave,12,,,,,[NS],,,,,delicada,1,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[corazon],,,,,,,,,,,[NS],,,,,,,,,,,[rojos],pecho,1,quiere,2,sensibles,1,,,,,[NS],penetrante,1,,,clara,1,,,,,[NS],,,,,caliente,1,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[sonrisa],,,,,,,,,,,[NS],,,,,,,,,,,[bonita],boca,1,tener,1,debil,1,,,,,[feliz],capas,1,,,azul,1,,,,,[amorosa],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[lento],,,,,,,,,,,[NS],,,,,,,,,,,[tardado],dia,2,viene,6,tranquilo,1,,,,,[NS],agua,1,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,,[],,,,,,,,,,,[],,,,,,,,,,,[],llego,22,pasaran,3,divertidas,1,,,,,[],familia,5,,,,,,,,,[],,,,,,,,,,,[],,,,,,,,,,
[NS],,,,,,,,,,,[papel],,,,,,,,,,,[blanca],liquidas,1,,,verde,4,,,,,[NS],agua,3,,,limpio,1,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,,[NS],,,,,,,,,,,[oro],,,,,,,,,,,[amarillo],color,7,,,seca,2,,,,,[NS],leche,1,,,resistente,2,,,,,[NS],,,,,bonitos,1,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,,[NS],,,,,,,,,,,[frios],,,,,,,,,,,[frio],personas,2,entiende,1,tierna,8,,,,,[NS],ojos,1,,,sabroso,1,,,,,[NS],,,,,manipuladora,1,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[tibia],,,,,,,,,,,[caliente],gelatinosos,1,llorar,2,grande,6,,,,,[NS],protejen,1,,,congelada,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculada],,,,,,,,,,,[lento],,,,,,,,,,,[NS],,,,,,,,,,,[],luna,2,salen,2,olvido,7,,,,,[NS],frio,1,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],,,,,,,,,,,[rapido],fe,2,llegan,2,bonitas,1,,,,,[NS],hielo,1,,,,,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,
[NS],,,,,,,,,,,[papel],,,,,,,,,,,[papel],nubes,2,,,largo,15,,,,,[NS],revuelto,1,,,negro,2,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[oro],,,,,,,,,,,[NS],coloridas,1,,,caro,1,,,,,[NS],chiquitos,1,,,duros,5,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],vida,1,laten,2,dulce,25,,,,,[NS],miras,1,,,amigable,1,,,,,[NS],,,,,alegre,1,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],helada,4,enseñar,1,rosada,1,,,,,[NS],helada,1,,,grande,3,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],hojas,6,llego,1,oscuro,1,,,,,[NS],vino,1,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],,,,,,,,,,,[rapido],señores,1,viene,2,divertidos,1,,,,,[NS],regalos,5,,,,,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,
[piel],,,,,,,,,,,[NS],,,,,,,,,,,[suave],agua,1,,,limpio,1,,,,,"[color, carne]",hueso,1,,,delgado,2,,,,,[NS],,,,,,,,,,,[desvinculada],,,,,,,,,,,[NS],,,,,,,,,,,[oro],,,,,,,,,,,"[hojas, oro]",perlas,11,,,resbalosa,1,,,,,[NS],cuero,1,,,bonito,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[semantico],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],traviesa,1,tengo,3,linda,9,,,,,[NS],fija,2,,,fea,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[sonrisa],,,,,,,,,,,[NS],,,,,,,,,,,[hermosa],resbalosos,1,simular,1,larga,1,,,,,[NS],hielo,1,,,pequeños,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],calor,29,crecen,6,divertido,2,,,,,[NS],pasto,1,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],,,,,,,,,,,[esperan],risa,1,seguir,1,paso,1,,,,,[NS],familias,1,,,,,,,,,[NS],,,,,,,,,,,[imaginativo],,,,,,,,,,
[piel],,,,,,,,,,,[NS],,,,,,,,,,,"[color, carne]",pelos,1,,,blancas,58,,,,,[suave],manos,1,,,bonitas,6,,,,,[delgada],,,,,,,,,,,[incierto],,,,,,,,,,,[flores],,,,,,,,,,,[NS],,,,,,,,,,,[bonitas],blancos,55,,,suavecita,2,,,,,[colores],parte,1,,,bonitos,5,,,,,[olor],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[corazon],,,,,,,,,,,[NS],,,,,,,,,,,[ruidosos],mama,1,viendo,1,buena,22,,,,,[NS],sabor,1,,,enojada,3,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[sonrisa],,,,,,,,,,,[NS],,,,,,,,,,,[alegre],contagiosa,1,sonrie,2,tibia,2,,,,,[bonita],felicidas,1,,,brillosos,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[],,,,,,,,,,,[correr],vacaciones,14,durmieron,1,oscura,2,,,,,[NS],llego,1,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],,,,,,,,,,,[minutos],habra,1,acaba,1,malas,1,,,,,[NS],suerte,1,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,
[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],esponjosas,2,,,gordas,1,,,,,[NS],pelitos,2,,,blancas,5,,,,,[NS],,,,,,,,,,,[desvinculada],,,,,,,,,,,[NS],,,,,,,,,,,[oro],,,,,,,,,,,"[ramas, oro]",relucientes,3,,,gruesa,2,,,,,[NS],cuerpo,1,,,delicada,2,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[semantico],,,,,,,,,,,[corazon],,,,,,,,,,,[NS],,,,,,,,,,,[rojos],vista,1,quitan,1,normales,1,,,,,[NS],furia,1,,,buena,8,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[tibia],,,,,,,,,,,[caliente],feos,2,rie,1,penosa,1,,,,,[NS],cuerpo,1,,,buena,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculada],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],estrellas,1,paso,1,frio,2,,,,,[NS],balneario,1,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],,,,,,,,,,,[rapido],año,2,llegar,4,,,,,,,[NS],fiestas,1,,,,,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,
[piel],,,,,,,,,,,[NS],,,,,,,,,,,[suave],gaseosas,1,,,duro,7,,,,,[NS],hoyitos,1,,,quebrado,1,,,,,[NS],,,,,,,,,,,[incierto],,,,,,,,,,,[flores],,,,,,,,,,,[NS],,,,,,,,,,,[hermosas],pedacito,1,,,dura,5,,,,,[NS],cuidarlos,1,,,sensible,2,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[corazon],,,,,,,,,,,[NS],,,,,,,,,,,[sentimental],colores,1,,,amable,18,,,,,[NS],rojo,1,,,bonitos,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[incierto],,,,,,,,,,,[sonrisa],,,,,,,,,,,[NS],,,,,,,,,,,[alegre],color,3,duelen,1,sincera,1,,,,,[NS],negros,1,,,enojados,2,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],movimiento,1,acaba,3,feo,1,,,,,[NS],hojas,2,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],,,,,,,,,,,[rapido],regalos,2,vendran,1,,,,,,,[NS],temporada,1,,,,,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,
[piel],,,,,,,,,,,[NS],,,,,,,,,,,[suave],chino,1,,,congelada,1,,,,,[lisa],arquitos,1,,,esponjado,1,,,,,[NS],,,,,,,,,,,[incierto],,,,,,,,,,,[flores],,,,,,,,,,,[NS],,,,,,,,,,,[caras],elote,1,,,dorados,1,,,,,[venta],protesis,1,,,raros,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[frios],,,,,,,,,,,"[estuviera, refrigerador]",ojos,5,,,inteligente,1,,,,,[NS],pelea,1,,,alegre,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[sonrisa],,,,,,,,,,,[NS],,,,,,,,,,,[bonita],colores,3,voltear,1,limpia,1,,,,,[NS],lagrimas,1,,,tristes,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[NS],usas,1,acerca,2,termino,1,,,,,[NS],color,1,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[segundos],,,,,,,,,,,[NS],,,,,,,,,,,[rapido],dinero,2,encuetras,1,,,,,,,[NS],fecha,1,,,,,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,
[piel],,,,,,,,,,,[NS],,,,,,,,,,,[suave],revuelto,2,,,suaves,3,,,,,[NS],algodones,1,,,bonito,6,,,,,[NS],,,,,,,,,,,[incierto],,,,,,,,,,,[flores],,,,,,,,,,,[NS],,,,,,,,,,,[petalos],carne,4,,,delicada,2,,,,,[palito],hermosos,1,,,amarillo,3,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[corazon],,,,,,,,,,,[NS],,,,,,,,,,,[rojos],fija,4,,,bonita,10,,,,,[frio],atraida,1,,,dulce,2,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[sonrisa],,,,,,,,,,,[NS],,,,,,,,,,,[hermosa],pupilas,1,caer,1,sonriente,1,,,,,[NS],cansancio,1,,,larga,1,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[desvinculado],,,,,,,,,,,[NS],,,,,,,,,,,[],,,,,,,,,,,[],sol,13,caido,1,,,,,,,[NS],plantas,1,,,,,,,,,[NS],,,,,,,,,,,[NS],,,,,,,,,,,[literal],,,,,,,,,,,[NS],,,,,,,,,,,[vuelan],,,,,,,,,,,[rapido],calle,1,pasara,3,,,,,,,[NS],hermosas,1,,,,,,,,,[NS],,,,,,,,,,,[metafora],,,,,,,,,,
